1037798	3620986	1	0.861
1037798	8760866	2	0.854
1037798	8760871	3	0.854
1037798	8760870	4	0.854
1037798	8760864	5	0.852
1037798	2787508	6	0.85
1037798	3620983	7	0.846
1037798	8760867	8	0.846
1037798	2970891	9	0.839
1037798	8760873	10	0.836
1037798	3620991	11	0.834
1037798	3914692	12	0.834
1037798	8780810	13	0.832
1037798	3247266	14	0.83
1037798	3310854	15	0.828
1037798	8780809	16	0.828
1037798	2360245	17	0.828
1037798	2360247	18	0.827
1037798	8780802	19	0.827
1037798	2868740	20	0.827
1037798	2360252	21	0.825
1037798	7604812	22	0.825
1037798	2081844	23	0.824
1037798	2868737	24	0.824
1037798	7961603	25	0.823
1037798	3310855	26	0.819
1037798	6792682	27	0.819
1037798	2970896	28	0.819
1037798	2970892	29	0.818
1037798	3310851	30	0.818
1037798	2970897	31	0.817
1037798	8780808	32	0.816
1037798	10773	33	0.816
1037798	7253357	34	0.815
1037798	8484230	35	0.814
1037798	2970895	36	0.813
1037798	5385710	37	0.813
1037798	3342992	38	0.812
1037798	2475414	39	0.812
1037798	10765	40	0.812
1037798	2970894	41	0.812
1037798	2781960	42	0.812
1037798	7057491	43	0.812
1037798	7881048	44	0.811
1037798	5099520	45	0.811
1037798	6966724	46	0.811
1037798	8780804	47	0.811
1037798	8780801	48	0.81
1037798	2249209	49	0.809
1037798	8780806	50	0.809
1037798	2596788	51	0.809
1037798	5333542	52	0.809
1037798	8362740	53	0.809
1037798	3986292	54	0.809
1037798	2787509	55	0.809
1037798	8230221	56	0.809
1037798	2032698	57	0.808
1037798	7827293	58	0.808
1037798	3187018	59	0.808
1037798	4571200	60	0.808
1037798	3881172	61	0.808
1037798	2970890	62	0.808
1037798	2781962	63	0.808
1037798	1065113	64	0.808
1037798	2592345	65	0.807
1037798	7604815	66	0.807
1037798	2743168	67	0.807
1037798	7473860	68	0.807
1037798	2258765	69	0.807
1037798	5317381	70	0.807
1037798	7057493	71	0.807
1037798	7827292	72	0.807
1037798	3150375	73	0.807
1037798	4571199	74	0.806
1037798	101280	75	0.806
1037798	7057496	76	0.806
1037798	3454149	77	0.806
1037798	2140944	78	0.806
1037798	3310847	79	0.806
1037798	3651404	80	0.806
1037798	3247267	81	0.805
1037798	770854	82	0.805
1037798	7372882	83	0.805
1037798	3310852	84	0.805
1037798	7604814	85	0.805
1037798	7372878	86	0.805
1037798	3153678	87	0.805
