1030303	8726437	1	0.876
1030303	8726433	2	0.86
1030303	8726435	3	0.855
1030303	8726432	4	0.853
1030303	8726436	5	0.841
1030303	3302253	6	0.84
1030303	4691526	7	0.839
1030303	7284048	8	0.838
1030303	7284047	9	0.836
1030303	8726429	10	0.835
1030303	7168320	11	0.834
1030303	7972299	12	0.833
1030303	1451846	13	0.83
1030303	3302258	14	0.828
1030303	1305520	15	0.828
1030303	7972298	16	0.827
1030303	7972302	17	0.827
1030303	1451848	18	0.825
1030303	5681381	19	0.825
1030303	3673509	20	0.824
1030303	8510798	21	0.823
1030303	7901487	22	0.823
1030303	7961142	23	0.823
1030303	6939430	24	0.823
1030303	6101361	25	0.823
1030303	5681385	26	0.822
1030303	6271629	27	0.822
1030303	3302252	28	0.822
1030303	836987	29	0.822
1030303	7284052	30	0.821
1030303	8461162	31	0.821
1030303	979606	32	0.821
1030303	1615360	33	0.821
1030303	1269099	34	0.821
1030303	8726430	35	0.82
1030303	7156982	36	0.819
1030303	6054030	37	0.819
1030303	8093436	38	0.819
1030303	6054033	39	0.819
1030303	2868763	40	0.819
1030303	7707564	41	0.818
1030303	6054032	42	0.818
1030303	5161996	43	0.817
1030303	3620981	44	0.817
1030303	8510805	45	0.817
1030303	5041726	46	0.817
1030303	3526451	47	0.816
1030303	3881415	48	0.816
1030303	5424676	49	0.816
1030303	7961145	50	0.816
1030303	6101365	51	0.816
1030303	5103906	52	0.815
1030303	8619289	53	0.815
1030303	5681383	54	0.814
1030303	1905988	55	0.814
1030303	1648443	56	0.814
1030303	5120735	57	0.814
1030303	4691531	58	0.814
1030303	3601008	59	0.814
1030303	8674292	60	0.813
1030303	6222298	61	0.813
1030303	3218147	62	0.812
1030303	3327029	63	0.812
1030303	7707568	64	0.812
1030303	2505169	65	0.811
1030303	3302250	66	0.811
1030303	6939426	67	0.811
1030303	4875002	68	0.811
1030303	3719869	69	0.811
1030303	2868759	70	0.811
1030303	6054029	71	0.81
1030303	6054027	72	0.81
1030303	6939423	73	0.81
1030303	8220777	74	0.81
1030303	3655907	75	0.81
1030303	3049626	76	0.81
1030303	7619748	77	0.809
1030303	5592794	78	0.809
1030303	5421620	79	0.809
1030303	7378456	80	0.809
1030303	638364	81	0.809
1030303	8510803	82	0.809
1030303	3881416	83	0.808
1030303	1451845	84	0.808
1030303	8006086	85	0.808
1030303	6575757	86	0.808
1030303	3302249	87	0.808
1030303	7619749	88	0.808
1030303	5592799	89	0.808
1030303	6939431	90	0.808
1030303	5592796	91	0.807
1030303	1451842	92	0.807
1030303	6101357	93	0.807
1030303	5432102	94	0.807
1030303	2874093	95	0.807
1030303	6387089	96	0.807
1030303	4874999	97	0.806
1030303	7400586	98	0.806
1030303	3881421	99	0.806
1030303	8619285	100	0.806
1030303	5421619	101	0.806
1030303	7722252	102	0.806
1030303	1172908	103	0.806
1030303	5421615	104	0.806
1030303	4934826	105	0.806
1030303	2493940	106	0.806
1030303	6616753	107	0.806
1030303	5974622	108	0.806
1030303	5424675	109	0.806
1030303	4812430	110	0.806
1030303	6575755	111	0.806
1030303	8222039	112	0.805
1030303	2805193	113	0.805
1030303	5424677	114	0.805
1030303	6575759	115	0.805
1030303	4048588	116	0.805
1030303	5972645	117	0.805
1030303	3881417	118	0.805
1030303	5045724	119	0.805
1030303	4649718	120	0.805
1030303	7847436	121	0.805
1030303	7961143	122	0.805
1030303	4110846	123	0.805
1030303	7090302	124	0.805
1030303	2490634	125	0.804
1030303	1172901	126	0.804
1030303	7817302	127	0.804
1030303	5681379	128	0.804
1030303	6939422	129	0.804
1030303	4048594	130	0.804
1030303	8222044	131	0.804
1030303	8424856	132	0.804
1030303	7265273	133	0.804
1030303	4271649	134	0.804
1030303	7051293	135	0.804
1030303	3655902	136	0.804
1030303	7400584	137	0.804
1030303	2563266	138	0.804
1030303	8718095	139	0.804
1030303	6045556	140	0.804
1030303	436236	141	0.804
1030303	5162001	142	0.804
1030303	638367	143	0.803
1030303	7707572	144	0.803
1030303	2699097	145	0.803
1030303	7168325	146	0.803
1030303	2627384	147	0.803
1030303	6974892	148	0.803
1030303	2883671	149	0.803
1030303	2567926	150	0.803
1030303	8697790	151	0.803
1030303	4431229	152	0.803
1030303	6820545	153	0.803
1030303	7973857	154	0.803
1030303	7051297	155	0.803
1030303	7378459	156	0.803
1030303	6809251	157	0.803
1030303	226464	158	0.803
1030303	4546871	159	0.803
1030303	5380094	160	0.803
1030303	3302251	161	0.803
1030303	1161436	162	0.802
1030303	7286311	163	0.802
1030303	4942393	164	0.802
1030303	4179453	165	0.802
1030303	5696806	166	0.802
1030303	3084844	167	0.802
1030303	4608654	168	0.802
1030303	8358916	169	0.802
1030303	884151	170	0.802
1030303	5592797	171	0.802
1030303	7508058	172	0.802
1030303	17757	173	0.802
1030303	2324047	174	0.801
1030303	1194422	175	0.801
1030303	7619751	176	0.801
1030303	4553045	177	0.801
1030303	3302256	178	0.801
1030303	7063043	179	0.801
1030303	6916515	180	0.801
1030303	2563249	181	0.801
1030303	4553049	182	0.801
1030303	5067993	183	0.801
1030303	824548	184	0.801
1030303	3881423	185	0.801
1030303	6858638	186	0.801
1030303	6121551	187	0.801
1030303	7619750	188	0.801
1030303	1739625	189	0.801
1030303	3303649	190	0.801
1030303	7063046	191	0.801
1030303	5681387	192	0.8
1030303	3143401	193	0.8
1030303	3207007	194	0.8
1030303	4162732	195	0.8
1030303	8788021	196	0.8
1030303	3610273	197	0.8
1030303	2930442	198	0.8
1030303	6101362	199	0.8
1030303	6290732	200	0.8
1030303	3156316	201	0.8
1030303	1172903	202	0.8
1030303	5380095	203	0.8
1030303	2903758	204	0.8
1030303	8424852	205	0.8
1030303	6101360	206	0.799
1030303	3620977	207	0.799
1030303	5592800	208	0.799
1030303	3166335	209	0.799
1030303	3806104	210	0.799
1030303	3655908	211	0.799
1030303	3302254	212	0.799
1030303	2505173	213	0.799
1030303	2426627	214	0.799
1030303	2699098	215	0.799
1030303	7063044	216	0.799
1030303	5972641	217	0.799
1030303	6037278	218	0.799
1030303	3302255	219	0.799
1030303	6105188	220	0.799
1030303	3592916	221	0.799
1030303	3494972	222	0.799
1030303	4558118	223	0.799
1030303	2971235	224	0.799
1030303	7093519	225	0.799
1030303	2868758	226	0.799
1030303	5824363	227	0.799
1030303	7972303	228	0.799
1030303	8510801	229	0.798
1030303	1044077	230	0.798
1030303	3604469	231	0.798
1030303	7619747	232	0.798
1030303	7093518	233	0.798
1030303	5386327	234	0.798
1030303	4542060	235	0.798
1030303	7909746	236	0.798
1030303	7562251	237	0.798
1030303	2324046	238	0.798
1030303	3195951	239	0.798
1030303	5550055	240	0.798
1030303	2579233	241	0.798
1030303	8754474	242	0.798
1030303	2294888	243	0.798
1030303	5872430	244	0.798
1030303	6045555	245	0.798
1030303	3191889	246	0.798
1030303	4998847	247	0.798
1030303	7297522	248	0.798
1030303	3322988	249	0.798
1030303	3207008	250	0.798
1030303	4828844	251	0.798
1030303	2981760	252	0.798
1030303	4253659	253	0.798
1030303	7707569	254	0.798
1030303	7619746	255	0.798
1030303	8704568	256	0.798
1030303	1739626	257	0.798
1030303	606356	258	0.798
1030303	4091591	259	0.798
1030303	3585650	260	0.798
1030303	913681	261	0.798
1030303	7168324	262	0.797
1030303	3965145	263	0.797
1030303	6901791	264	0.797
1030303	4757910	265	0.797
1030303	8424555	266	0.797
1030303	8754478	267	0.797
1030303	7284053	268	0.797
1030303	384329	269	0.797
1030303	7284050	270	0.797
1030303	1749721	271	0.797
1030303	4338712	272	0.797
1030303	4510999	273	0.797
1030303	8501420	274	0.797
1030303	4882565	275	0.797
1030303	3590167	276	0.797
1030303	3206999	277	0.797
1030303	5212822	278	0.797
1030303	8754476	279	0.797
1030303	2490626	280	0.797
1030303	4431227	281	0.797
1030303	3303652	282	0.797
1030303	1305521	283	0.797
1030303	5421618	284	0.797
1030303	89367	285	0.797
1030303	3853474	286	0.797
1030303	8222041	287	0.797
1030303	1166217	288	0.797
1030303	6820549	289	0.797
1030303	7071815	290	0.797
1030303	4385890	291	0.796
1030303	8754475	292	0.796
1030303	6578675	293	0.796
1030303	2333731	294	0.796
1030303	8424549	295	0.796
1030303	7095632	296	0.796
1030303	7580451	297	0.796
1030303	4226538	298	0.796
1030303	2924149	299	0.796
1030303	719854	300	0.796
1030303	4338713	301	0.796
1030303	2933235	302	0.796
1030303	6101363	303	0.796
1030303	7707565	304	0.796
1030303	3673999	305	0.796
1030303	2501397	306	0.796
1030303	5120738	307	0.796
1030303	1305528	308	0.796
1030303	4162733	309	0.796
1030303	3156322	310	0.796
1030303	7093516	311	0.796
1030303	37801	312	0.796
1030303	7193388	313	0.796
1030303	2637890	314	0.796
1030303	7290831	315	0.796
1030303	6277500	316	0.796
1030303	4430463	317	0.796
1030303	384327	318	0.796
1030303	1451850	319	0.796
1030303	7707567	320	0.796
1030303	3131508	321	0.796
1030303	6922334	322	0.796
1030303	78728	323	0.795
1030303	6034120	324	0.795
1030303	7635878	325	0.795
1030303	2488127	326	0.795
1030303	464957	327	0.795
1030303	148534	328	0.795
1030303	6452005	329	0.795
1030303	3590168	330	0.795
1030303	4026272	331	0.795
1030303	1739633	332	0.795
1030303	8424554	333	0.795
1030303	2041495	334	0.795
1030303	8657427	335	0.795
1030303	4374265	336	0.795
1030303	5205522	337	0.795
1030303	7168317	338	0.795
1030303	5972638	339	0.795
1030303	7378451	340	0.795
1030303	5681384	341	0.795
1030303	6873773	342	0.795
1030303	3045025	343	0.795
1030303	7753164	344	0.795
1030303	228362	345	0.795
1030303	6132484	346	0.795
1030303	6500259	347	0.795
1030303	4691532	348	0.795
1030303	4930687	349	0.795
